date_time,brawler_name,result,current_trophies,trophy_delta,new_winstreak,playstyle_hash,playstyle_name,playstyle_gamemodes,playstyle_brawlers,pyla_version,power_level
2026-09-10T06:40:38.916717,crow,victory,992,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T06:42:27.070092,crow,draw,992,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T06:44:56.701185,crow,victory,992,,3,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T06:46:32.572385,crow,defeat,992,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T06:48:45.180239,crow,victory,992,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T16:54:18.459392,maisie,victory,266,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T16:56:16.001757,maisie,victory,266,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T16:57:43.352592,maisie,victory,266,,3,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T16:58:53.118876,maisie,draw,266,,3,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:00:51.425542,maisie,victory,295,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:03:01.089074,maisie,draw,304,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:05:30.598743,maisie,victory,306,,5,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:07:24.117892,maisie,victory,322,,6,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:10:00.535268,maisie,victory,333,,7,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:12:49.727580,maisie,draw,351,,7,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:14:37.251069,maisie,victory,351,,8,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:16:01.218370,maisie,draw,351,,8,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:18:09.205561,maisie,victory,374,,9,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:19:59.484408,maisie,victory,374,,10,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:21:56.937849,maisie,victory,374,,11,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:24:45.613413,maisie,victory,374,,12,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:27:01.641731,maisie,victory,445,,13,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:28:34.660896,maisie,draw,445,,13,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:30:05.751832,maisie,draw,468,,13,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:31:20.037112,maisie,victory,470,,14,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:32:42.199173,maisie,victory,470,,15,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:34:44.511170,maisie,victory,470,,16,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:36:04.381865,maisie,victory,470,,17,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:37:15.479165,maisie,draw,470,,17,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:39:25.815061,maisie,victory,537,,18,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:40:25.441304,maisie,defeat,537,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:42:33.048279,maisie,victory,537,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:43:49.916866,maisie,victory,537,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:46:27.734656,maisie,victory,573,,3,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:48:43.143598,maisie,victory,573,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:50:27.350947,maisie,victory,573,,5,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:53:13.330469,maisie,victory,603,,6,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:55:26.966219,maisie,draw,613,,6,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:56:49.912320,maisie,victory,614,,7,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T17:58:38.529583,maisie,victory,631,,8,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:01:00.106740,maisie,victory,631,,9,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:02:34.824010,maisie,victory,662,,10,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:04:06.670295,maisie,draw,662,,10,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:06:04.662769,maisie,draw,683,,10,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:08:38.899072,maisie,victory,683,,11,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:10:23.013691,maisie,victory,683,,12,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:14:40.242250,maisie,victory,726,,13,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:16:24.605719,maisie,victory,726,,14,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:18:39.560941,maisie,draw,768,,14,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:21:10.019104,maisie,draw,768,,14,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:22:48.113888,maisie,victory,768,,15,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:25:21.446525,maisie,victory,768,,16,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:26:38.095825,maisie,victory,768,,17,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:28:09.939562,maisie,draw,768,,17,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:30:39.006431,maisie,victory,768,,18,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:31:43.379620,maisie,defeat,768,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:33:47.407417,maisie,victory,768,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:35:26.962262,maisie,victory,768,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:38:27.846069,maisie,victory,768,,3,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:39:59.400671,maisie,defeat,768,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:41:34.613023,maisie,victory,768,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:43:20.054966,maisie,victory,768,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:44:24.790508,maisie,draw,870,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:46:32.809525,maisie,victory,870,,3,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:48:07.826274,maisie,draw,870,,3,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:49:50.556496,maisie,victory,885,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:51:50.098630,maisie,victory,885,,5,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:54:12.075854,maisie,victory,885,,6,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:55:41.339911,maisie,victory,885,,7,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:57:07.631796,maisie,defeat,885,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T18:58:54.815766,maisie,victory,885,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T19:00:22.982821,maisie,victory,885,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T19:02:09.875732,maisie,victory,885,,3,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T19:03:34.244210,maisie,draw,885,,3,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T19:05:34.007847,maisie,victory,885,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T19:07:28.697285,maisie,defeat,885,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T19:10:51.319495,maisie,draw,885,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T19:12:29.399722,maisie,victory,885,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T19:14:25.650786,maisie,defeat,885,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T19:17:11.396955,maisie,victory,885,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T19:18:20.462326,maisie,draw,985,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T19:19:29.749305,maisie,defeat,985,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T19:21:28.831752,maisie,victory,985,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T19:24:21.480508,maisie,victory,985,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T19:27:56.459923,maisie,victory,985,,3,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-10T19:29:47.121691,maisie,victory,985,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T07:49:44.374851,belle,defeat,242,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T07:52:12.228057,belle,victory,242,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T07:54:01.639854,belle,victory,242,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T07:56:45.853409,belle,victory,242,,3,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T07:58:42.312485,belle,victory,265,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T14:38:16.100468,belle,victory,219,,5,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T14:39:36.887336,belle,victory,219,,6,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T14:41:16.863030,belle,victory,219,,7,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T14:42:44.117017,belle,draw,219,,7,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T14:44:39.218828,belle,victory,219,,8,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T14:46:17.520861,belle,draw,219,,8,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T14:48:41.011185,belle,victory,219,,9,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T14:49:44.903463,belle,defeat,219,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T14:51:39.960664,belle,victory,115,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T14:52:46.703579,belle,defeat,115,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T14:54:37.444162,belle,victory,115,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T14:57:32.539461,belle,victory,195,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T15:08:29.671792,belle,victory,235,,3,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T15:10:54.240115,belle,victory,235,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T15:12:06.437327,belle,draw,235,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T15:13:50.208112,belle,victory,235,,5,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T15:15:34.797586,belle,defeat,235,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T15:20:50.901678,belle,draw,235,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T15:23:16.543573,belle,draw,235,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T15:25:39.232334,belle,victory,235,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T15:27:04.013824,belle,defeat,235,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T15:29:23.128978,belle,victory,235,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T15:30:53.580575,belle,defeat,235,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T15:32:30.485360,belle,defeat,235,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T15:34:57.201702,belle,victory,235,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T15:35:58.700041,belle,defeat,235,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T15:38:45.864397,belle,victory,235,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T15:40:54.410323,belle,victory,235,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T15:43:26.947961,belle,victory,235,,3,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T15:44:30.439825,belle,defeat,235,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T15:46:35.953435,belle,defeat,235,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T15:49:11.917166,belle,draw,235,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T15:54:17.908222,belle,victory,235,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T19:45:28.086728,belle,draw,480,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T19:48:54.743417,belle,victory,480,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T19:52:52.391748,belle,victory,480,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T19:54:26.836318,belle,victory,480,,3,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T19:58:44.769944,belle,victory,480,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T20:00:24.377058,belle,draw,480,,4,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T20:02:16.414586,belle,victory,480,,5,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T20:03:32.550079,belle,defeat,480,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T20:05:07.982372,belle,victory,480,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T20:06:31.951220,belle,draw,480,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T20:08:25.127635,belle,victory,480,,2,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T20:09:46.100244,belle,defeat,480,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T20:11:45.544294,belle,victory,480,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T20:14:14.007722,belle,defeat,480,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T20:15:22.784659,belle,defeat,480,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T20:16:55.009504,belle,victory,480,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T20:18:16.703915,belle,defeat,480,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T20:20:44.706483,belle,draw,480,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T20:22:46.367902,belle,victory,480,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T20:24:01.988041,belle,defeat,480,,0,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
2026-09-11T20:26:32.036469,belle,victory,480,,1,f5da7256b07f5b01f7497e9506944334a116189821bd5a0fb8b6f7420e8eae33,Showdown Survivor,trio showdown,all,0.8.15,-1
